0,-1.23888,-16.7275,28.0108,-11.3844,0,0.1,0,0,0,0.206899,-0.0769231,0.6,0.0666667,0,0.0738095,0,0,-0.307476,-1.6713,0.5,0.0026455,0.237101,0.0026455,0.0912698,0.357937,0.849976,0.220106,1.08862,-1.15281,-0.426108,0.00246305,0.424138,0.00246305,0,0.00738916,0.00246305,0.0333333,0.428571,0,0,0,0.113247,0.0333333,-3.28496,0.00492611,-0.0151515,0,0,0,0,0.605977,-0.89499,0,0,0.307143,0,0,0,0,-5.68434e-14,0,0,0,0,0,0,0.05,1.77636e-15,0,0,0,0,0,0.340476,0,0,0,0,0,0.166667,0,0,0,0.0666667,0,0.00246305,0,0,0,-0.0975369,0,0,0,0,0,0,0,0,0.166667,0,-0.166667,0,0.159574,0,1.9611,0.157143,0,0,0,0,0,0,
1,-0.780546,-201.715,41.9423,15.4641,0,1.22701,-0.278175,0.515168,0,-11.8866,0.122122,0.60725,3.23584,2.76482,-11.6468,2.41842,0,78.952,-9.31642,-11.2218,-0.354366,7.34742,4.16281,0.317021,5.01412,43.2025,5.03241,5.18611,-29.4233,-1.91528,3.50761,5.98109,0.541562,-0.158434,2.00625,0.999581,0.213328,3.35667,2.21262,0.0840328,-0.161741,-6.69259,0.21544,7.05476,9.8898,-5.56608,-1.27222,0.0723276,0.454943,-0.2,4.84494,-15.2421,2.78357,0.696246,1.53524,0.027972,0.43616,-0.084127,0.603652,3.55456,1.17339,0.027826,0,0.0950481,0,0.841291,0.543143,0.18173,1.50468,0.0128205,0.958826,1.37143,0.102255,3.93635,0,0.276648,2.97931,0.190476,0,3.26439,0.763948,0.331874,0,0.866042,0.408207,0.017991,0,0.12118,0.815743,1.58432,0,0,-0.487179,0,0.178344,0,0.27261,0,0.141581,0.038961,0.184332,0,-8.9594,1.57896,23.7733,0.436852,-0.491286,0.0317303,0.264476,0,0,0,
2,0.302147,56.7136,-843.094,11.2674,0,0.871427,4.99727,3.05849,0,4.82784,5.75781,-43.306,11.1433,4.59068,-7.20071,10.3801,0.0857143,352.796,13.9022,19.589,7.76461,-8.92538,-8.7444,10.4152,4.55261,-9.42293,-3.10323,-7.56504,14.5563,1.17002,1.1682,-10.1231,3.96513,8.45986,-11.1339,5.63877,-13.4228,5.05947,10.1779,1.06911,7.12657,8.37691,-14.563,94.4584,9.28699,4.96644,0.906105,0.762396,4.14071,1.56035,7.27878,82.4576,19.2379,5.92897,-12.2441,0.143124,1.55438,0.447083,0.114478,19.9759,2.16681,0.157436,0.418091,6.04256,0,3.57387,-5.48042,1.2269,22.2674,1.92949,16.0826,5.17727,4.64796,-15.0243,0,3.08659,9.97902,0.352607,0.455495,10.9742,3.56436,9.71089,0,-10.4903,3.50892,0.682419,0,2.67917,0.90563,6.70756,0,0,2.50466,0,0.909058,0,-0.592664,0,2.34595,0.294372,4.00328,0.327656,-7.00382,18.4661,43.2574,-6.21779,3.87327,0.0550209,2.32052,0,0,0,
3,-0.744439,13.6323,45.4305,-114.263,0,0.69821,-0.370551,0.0859654,0,-10.8836,-2.45574,5.82233,18.9904,-0.244104,2.05106,-0.083974,0,38.4756,-12.1082,1.29897,-0.715289,0.971812,0.868991,0.31458,1.78178,1.79599,1.71471,3.09928,4.62699,-0.520197,0.498738,1.14184,0.634551,0.138902,0.285215,0.108157,0.665687,1.04633,0.974265,0.331162,0.0227106,-4.8438,1.41711,-21.9278,0.188679,0.27571,0,0,-0.0281513,-0.125,19.9962,-16.5542,0.822916,0.423653,1.46895,0,0.0741135,-0.148352,0.0232759,0.0773459,0.602817,0.013147,-0.14899,0.0260866,0,0.62166,0.471801,-0.124542,-0.535679,0.15,-0.0756228,0.421449,0.128553,0.880653,0,0.181784,0.174049,0,0.333333,2.07977,0.188205,-0.300426,0,0.583537,0.131111,-1.26934,0,0.571883,0.674603,-0.783478,0,0,0,0,0.00958365,0,0,0,1.17221,0.010989,-0.845238,0,1.3934,0.486865,6.44626,0.513531,-0.531322,0,0.0885655,0,0,0,
4,0,0,0,0,-2.2381,-0.238095,0,0.047619,0,-1.13687e-13,0,0,0,0,0,0,0,1.69524,0.047619,0,0,0,0,0,0,0,0,0.314286,0.314286,0,0,0,0.228571,0,0,0,0,0,0,0,0,0,0,0.047619,0,0,0,0,0,0,0.047619,0.047619,0.047619,0,0.0952381,0,0,0,0,-5.68434e-14,0,0,0,0,0,0,7.10543e-15,1.77636e-15,0,0,0,0,0,0,0,0,0.133333,0,0,0,0,0,0,0,0,0,0,0,0,-0.771429,0,0,0,0,0,0,0.133333,0,0,0,0,0,0.047619,0,0,0,0,0,0,0,0,0,
5,0,1.13598,1.51561,-0.343615,-1.2619,-103.098,-6.94419,2.59301,0,12.8336,0,0,0.0357143,0.349425,0.589689,0.775467,0,43.1256,-0.612654,0,-1.37494,0.213217,2.21944,-0.637576,1.62378,0.526146,0.661087,-21.7549,5.67056,0.333333,0.104807,0.975589,-9.16096,0.211111,-0.211111,0.199834,0.562697,0.902713,1.59204,-5.63577,0.451515,-0.222222,0.413791,-21.4853,0.0635642,0.199134,0,0,-0.37381,0.0333333,1.30716,3.37249,5.30203,3.15608,0.108969,0.0613054,0,0,0,-0.171298,0.700866,0,0.0857143,-0.619048,0,0.149603,0.0769195,0.0357143,-1.20307,0,0.436869,0.0410256,0.155556,0.225513,0,0.118299,-0.926032,0.135885,0.00163265,-1.91603,-0.113828,-1.02109,0,0.056514,0.258333,0,0,0.279158,0.25713,75.4583,0,0,2.6573,0,0,0,-0.326203,0,-0.0395604,0,0.909646,0,0.107143,2.44518,0.894632,0,0.718537,0,0.0277778,0,0,0,
6,0,0.537484,7.87053,0.652857,-0.142857,-8.19626,-37.2908,-8.6524,0,0.738332,0.0157509,0.17053,0.138158,0,0.393254,-1.36838,0,8.49229,1.87365,0.0229437,-0.0759892,0.0333333,0.282749,0.446429,0.701485,1.19889,1.19814,-0.339515,-2.26451,0,0.94381,0.470553,-8.85171,0,0,0.254343,9.98055,-0.210354,0.19272,-0.288124,0.0896104,0.0555556,0.499097,3.32654,0.0932749,-0.639516,0,0,0,0.333333,0.441212,15.3655,-9.9396,0.00811216,1.27179,-0.776923,-0.495238,0,0,1.55628,0.1,0,0,0.0047619,0,0.00833333,0.296208,0.375,1.11728,0,12.7547,0.114286,0.00833333,0.00526316,0,0.925894,0.456856,0.02404,0.017561,0.119048,0.264765,-0.0759892,0,0.122927,0.0920635,0.010989,0,0.0536209,0.112181,1.52618,0,0,0.0342216,0,0,0,0.112181,0,0.0047619,0,0,-0.142857,0.336696,0.0444444,0.115433,0.137698,0.806277,0,0,0,0,0,
7,0,0.623208,2.88571,-0.0500141,0.047619,2.39974,-3.81556,-78.5895,0,2.92895,0.00665584,0.202092,0.478584,0.236508,0.908236,-3.96887,0,50.6218,-0.425514,-0.0281053,0.0866828,-7.57802,0.0124116,0.76264,2.9379,1.16265,0.763854,5.09507,2.45739,1.04592,-0.025466,0.999749,4.66802,0.129437,0.059596,0.369894,1.80363,-6.21973,-3.4568,0.0851268,-0.291667,0.0959779,0.0621024,3.1213,0.1,0.0935786,0,0.154157,0.467734,0.48478,0.736324,9.87215,2.82579,0.0314815,1.54246,0.550194,0.394444,2.75689,-0.264957,2.20611,0.262907,0,0,0.0315657,0,0.20953,1.29872,1.0838,0.377526,0,-3.70397,0.0401003,0.222497,0.0903864,0,-4.39635,1.31015,0.507948,0.0162924,-0.21562,3.26431,0.17839,0,0.252082,0.386053,0.0175824,0,-5.85918,2.72851,1.42877,0,0,0.612908,0,0,0,0.0652553,0,0.369318,0,0.0604396,-0.142857,0.189637,1.12826,-0.327862,-0.106952,-5.94996,0,0.00948718,0,0,0,
8,0,0,0,0,0,0,0,0,0,-1.13687e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.68434e-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,0.229314,-18.5285,-13.8671,-14.9459,0,9.33334,0.906948,2.92624,0,-379.005,0.408089,13.6991,-12.9379,1.21063,10.6828,10.6185,0,82.1094,22.6144,0.0970299,0.910817,1.26458,-0.925172,2.88818,-20.2152,-17.5795,-4.3753,7.82411,8.26252,1.03101,7.57306,6.63242,1.76259,2.20733,-0.0750822,12.1308,-0.569103,4.88743,49.0238,-9.0509,-10.3929,7.07827,-17.0345,35.8027,1.40483,0.24247,0.080624,0,2.51248,0.621663,8.60264,41.1857,3.575,1.07413,2.16731,0,10.3923,0.192929,0.4,-0.644247,-10.4484,-1.00169,-4.02493,1.36389,0,2.10916,0.660453,0.560514,0.478951,0.266667,1.21264,58.2035,0.276232,9.89523,0,1.58582,14.3248,0.041773,0.0165631,1.10106,1.1163,2.59004,0,0.680115,1.41182,0.522193,0,0.340287,0.141339,-30.8406,0,0,-1.14456,0,0.0411765,0,0.166869,0,1.21223,0.38143,0.302111,1.85072,1.30411,7.32513,76.917,1.96876,0.943039,0,-0.273439,0,0,0,
